GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
28225	Eureka, IL Urban Cluster	C	6757174	124341	2.609	0.048	40.713988	-89.274949                                                                                                                        
28252	Eureka, KS Urban Cluster	C	3827295	0	1.478	0.	37.823719	-96.290809                                                                                                                                
28262	Eureka, MO Urban Cluster	C	25183844	283702	9.724	0.11	38.499469	-90.632649                                                                                                                        
28306	Evanston, WY Urban Cluster	C	18203893	90192	7.029	0.035	41.260088	-110.963739                                                                                                                     
28333	Evansville, IN--KY Urbanized Area	U	307637481	3248108	118.78	1.254	37.978539	-87.537393                                                                                                           
28360	Evansville, WI Urban Cluster	C	7985719	0	3.083	0.	42.777863	-89.296152                                                                                                                            
28387	Evarts, KY Urban Cluster	C	3832824	217598	1.48	0.084	36.872969	-83.179126                                                                                                                         
28414	Everett, PA Urban Cluster	C	4966546	48380	1.918	0.019	40.013306	-78.373013                                                                                                                        
28431	Evergreen, AL Urban Cluster	C	5618288	9861	2.169	0.004	31.429395	-86.95576                                                                                                                        
28441	Evergreen, CO Urban Cluster	C	35287143	233867	13.624	0.09	39.659075	-105.311475                                                                                                                   
28468	Everson, WA Urban Cluster	C	7886137	109861	3.045	0.042	48.90854	-122.346099                                                                                                                       
28495	Excelsior Springs, MO Urban Cluster	C	18041442	127810	6.966	0.049	39.344176	-94.233468                                                                                                            
28522	Fabens, TX Urban Cluster	C	4336907	5386	1.674	0.002	31.505886	-106.153246                                                                                                                         
28549	Fairbanks, AK Urbanized Area	U	142857766	4448397	55.158	1.718	64.801958	-147.705736                                                                                                               
28576	Fairbury, IL Urban Cluster	C	3752653	16338	1.449	0.006	40.746182	-88.51242                                                                                                                        
28603	Fairbury, NE Urban Cluster	C	5257837	0	2.03	0.	40.142463	-97.177618                                                                                                                               
28624	Fairdale, PA Urban Cluster	C	9122618	15557	3.522	0.006	39.883491	-79.961893                                                                                                                       
28657	Fairfield, CA Urbanized Area	U	102452323	334716	39.557	0.129	38.259143	-122.036061                                                                                                                
28684	Fairfield, IL Urban Cluster	C	7434678	57906	2.871	0.022	38.380391	-88.369938                                                                                                                      
28711	Fairfield, IA Urban Cluster	C	17839364	346137	6.888	0.134	41.009341	-91.953934                                                                                                                    
28738	Fairfield, TX Urban Cluster	C	11878828	0	4.586	0.	31.725266	-96.16906                                                                                                                             
28765	Fairfield Glade, TN Urban Cluster	C	16835705	873919	6.5	0.337	36.001001	-84.878962                                                                                                                
28782	Fairfield Harbour, NC Urban Cluster	C	5869006	362648	2.266	0.14	35.078938	-76.970761                                                                                                              
28819	Fair Haven, VT Urban Cluster	C	8718049	49030	3.366	0.019	43.596279	-73.238454                                                                                                                     
28846	Fairmont, MN Urban Cluster	C	16692373	4792370	6.445	1.85	43.640051	-94.466611                                                                                                                     
28860	Fairmont, NC Urban Cluster	C	5004782	0	1.932	0.	34.496695	-79.116051                                                                                                                              
28873	Fairmont, WV Urban Cluster	C	67657739	2338083	26.123	0.903	39.469497	-80.149881                                                                                                                   
28900	Fairmount, IN Urban Cluster	C	3421263	0	1.321	0.	40.416181	-85.648626                                                                                                                             
28954	Fairview, TN Urban Cluster	C	15974698	47761	6.168	0.018	35.969925	-87.125559                                                                                                                      
28981	Fajardo, PR Urbanized Area	U	131584329	354979	50.805	0.137	18.282618	-65.711953                                                                                                                   
29008	Falfurrias, TX Urban Cluster	C	5349323	0	2.065	0.	27.223874	-98.146944                                                                                                                            
29035	Fallon, NV Urban Cluster	C	36609319	18327	14.135	0.007	39.487781	-118.792129                                                                                                                      
29062	Falls City, NE Urban Cluster	C	4789066	0	1.849	0.	40.061254	-95.600291                                                                                                                            
29089	Fargo, ND--MN Urbanized Area	U	181840759	149877	70.209	0.058	46.86245	-96.82068                                                                                                                   
29116	Faribault, MN Urban Cluster	C	29462234	592056	11.375	0.229	44.29407	-93.281853                                                                                                                    
29143	Farmersville, TX Urban Cluster	C	4979281	1099	1.923	0.	33.166485	-96.362719                                                                                                                       
29170	Farmerville, LA Urban Cluster	C	12937895	0	4.995	0.	32.773269	-92.400835                                                                                                                          
29224	Farmington, ME Urban Cluster	C	5723207	20706	2.21	0.008	44.671915	-70.148576                                                                                                                      
29251	Farmington, MO Urban Cluster	C	58953630	153305	22.762	0.059	37.838181	-90.485144                                                                                                                  
29265	Farmington, NH Urban Cluster	C	3614411	0	1.396	0.	43.390571	-71.065085                                                                                                                            
29278	Farmington, NM Urbanized Area	U	91475565	466228	35.319	0.18	36.745269	-108.160222                                                                                                                 
29305	Farmville, NC Urban Cluster	C	9089460	50344	3.509	0.019	35.584367	-77.589448                                                                                                                      
29332	Farmville, VA Urban Cluster	C	17850999	180777	6.892	0.07	37.286016	-78.39096                                                                                                                      
29359	Fayette, AL Urban Cluster	C	7298048	0	2.818	0.	33.694826	-87.830734                                                                                                                               
29413	Fayette, MO Urban Cluster	C	4058636	13515	1.567	0.005	39.148113	-92.688363                                                                                                                        
29440	Fayetteville, NC Urbanized Area	U	513116223	5411477	198.115	2.089	35.052628	-78.97684                                                                                                             
29467	Fayetteville, TN Urban Cluster	C	25113944	0	9.697	0.	35.115318	-86.574431                                                                                                                         
29494	Fayetteville--Springdale--Rogers, AR--MO Urbanized Area	U	486581904	6013501	187.87	2.322	36.267415	-94.179758                                                                                     
29510	Fearrington Village, NC Urban Cluster	C	6028378	23451	2.328	0.009	35.800108	-79.086445                                                                                                            
29521	Federalsburg, MD Urban Cluster	C	5106851	52163	1.972	0.02	38.69612	-75.771249                                                                                                                     
29548	Fellsmere, FL Urban Cluster	C	4874045	0	1.882	0.	27.767949	-80.594632                                                                                                                             
29575	Fergus Falls, MN Urban Cluster	C	15831666	1318518	6.113	0.509	46.289201	-96.069742                                                                                                                
29602	Fernandina Beach, FL Urban Cluster	C	62388482	85566	24.088	0.033	30.641696	-81.550684                                                                                                             
29656	Fernley, NV Urban Cluster	C	26695196	0	10.307	0.	39.598047	-119.228975                                                                                                                            
29683	Ferriday, LA Urban Cluster	C	11659127	0	4.502	0.	31.6388	-91.556864                                                                                                                               
29698	Filer, ID Urban Cluster	C	2928861	1682	1.131	0.001	42.565842	-114.613149                                                                                                                          
29710	Fillmore, CA Urban Cluster	C	6966244	1775	2.69	0.001	34.4019	-118.91565                                                                                                                           
29737	Findlay, OH Urban Cluster	C	61827764	350169	23.872	0.135	41.052564	-83.640581                                                                                                                     
29764	Firebaugh, CA Urban Cluster	C	3757143	0	1.451	0.	36.860053	-120.459006                                                                                                                            
29775	Firestone--Frederick, CO Urban Cluster	C	26259645	225838	10.139	0.087	40.118686	-104.944081                                                                                                       
29791	Fitzgerald, GA Urban Cluster	C	22749285	533037	8.784	0.206	31.712975	-83.257838                                                                                                                   
29818	Flagstaff, AZ Urbanized Area	U	90137027	59774	34.802	0.023	35.1995	-111.623994                                                                                                                    
29845	Flemingsburg, KY Urban Cluster	C	5187666	11829	2.003	0.005	38.423585	-83.734951                                                                                                                   
29872	Flint, MI Urbanized Area	U	611010923	18826111	235.913	7.269	42.988756	-83.694698                                                                                                                  
29899	Flora, IL Urban Cluster	C	5907560	0	2.281	0.	38.671793	-88.485968                                                                                                                                 
29953	Florence, AL Urbanized Area	U	161196245	1787494	62.238	0.69	34.880869	-87.670032                                                                                                                  
29980	Florence, AZ Urban Cluster	C	7482748	1075	2.889	0.	33.060988	-111.376412                                                                                                                          
30007	Florence, CO Urban Cluster	C	10044928	0	3.878	0.	38.39098	-105.1234                                                                                                                               
30034	Florence, OR Urban Cluster	C	18785597	57546	7.253	0.022	43.994236	-124.108268                                                                                                                     
30061	Florence, SC Urbanized Area	U	183847530	1317416	70.984	0.509	34.202172	-79.809008                                                                                                                 
30088	Floresville, TX Urban Cluster	C	9684438	13906	3.739	0.005	29.14131	-98.156623                                                                                                                     
30115	Florida--Imbéry--Barceloneta, PR Urbanized Area	U	118669499	48143	45.819	0.019	18.417727	-66.599046                                                                                               
30142	Floydada, TX Urban Cluster	C	4296958	0	1.659	0.	33.983179	-101.338075                                                                                                                             
30171	Foley, AL Urban Cluster	C	78131742	3379431	30.167	1.305	30.349787	-87.686189                                                                                                                      
30196	Folkston, GA Urban Cluster	C	12444170	166069	4.805	0.064	30.839274	-82.002682                                                                                                                     
30223	Fond du Lac, WI Urbanized Area	U	74813762	849253	28.886	0.328	43.781484	-88.441302                                                                                                                
30250	Fordyce, AR Urban Cluster	C	10823078	0	4.179	0.	33.817036	-92.418674                                                                                                                              
30277	Forest, MS Urban Cluster	C	9342386	0	3.607	0.	32.365026	-89.473093                                                                                                                                
30304	Forest City, IA Urban Cluster	C	6877518	0	2.655	0.	43.261332	-93.640226                                                                                                                           
30331	Forest City, NC Urban Cluster	C	90868610	213173	35.085	0.082	35.330746	-81.877374                                                                                                                 
30358	Forest Lake, MN Urban Cluster	C	46346774	12485569	17.895	4.821	45.285152	-92.960338                                                                                                               
30385	Forestville, CA Urban Cluster	C	11224865	71200	4.334	0.027	38.473858	-122.893091                                                                                                                  
30412	Forks, WA Urban Cluster	C	6288705	0	2.428	0.	47.950823	-124.382433                                                                                                                                
30439	Forney, TX Urban Cluster	C	48401599	75353	18.688	0.029	32.733207	-96.433992                                                                                                                       
30466	Forrest City, AR Urban Cluster	C	15104711	29094	5.832	0.011	35.009508	-90.785982                                                                                                                  
30493	Forsyth, GA Urban Cluster	C	10649330	41820	4.112	0.016	33.039209	-83.947849                                                                                                                       
30520	Forsyth, MO Urban Cluster	C	14810982	30135	5.719	0.012	36.726291	-93.193555                                                                                                                       
30547	Fort Atkinson, WI Urban Cluster	C	28967104	845492	11.184	0.326	43.005642	-88.827621                                                                                                               
30574	Fort Bragg, CA Urban Cluster	C	20224175	498318	7.809	0.192	39.422456	-123.786707                                                                                                                  
30601	Fort Branch, IN Urban Cluster	C	4757557	47251	1.837	0.018	38.241076	-87.580317                                                                                                                    
30628	Fort Collins, CO Urbanized Area	U	282384907	16292643	109.029	6.291	40.499545	-105.058836                                                                                                          
30655	Fort Defiance, AZ--NM Urban Cluster	C	7386357	0	2.852	0.	35.744301	-109.059913                                                                                                                    
30682	Fort Dodge, IA Urban Cluster	C	33098246	138465	12.779	0.053	42.510479	-94.183965                                                                                                                  
30736	Fort Irwin, CA Urban Cluster	C	7751671	0	2.993	0.	35.26146	-116.690324                                                                                                                            
30748	Fort Leonard Wood, MO Urban Cluster	C	67191796	123267	25.943	0.048	37.846348	-92.101273                                                                                                           
30755	Fort Lupton, CO Urban Cluster	C	13798203	0	5.328	0.	40.08806	-104.794704                                                                                                                          
30763	Fort Madison, IA--IL Urban Cluster	C	10843892	28886	4.187	0.011	40.629756	-91.334287                                                                                                              
30790	Fort Meade, FL Urban Cluster	C	14550080	487352	5.618	0.188	27.75587	-81.795336                                                                                                                    
30817	Fort Morgan, CO Urban Cluster	C	12626373	0	4.875	0.	40.251444	-103.7997                                                                                                                           
30844	Fort Payne, AL Urban Cluster	C	11207478	13274	4.327	0.005	34.45576	-85.709231                                                                                                                     
30858	Fort Plain, NY Urban Cluster	C	9757875	363361	3.768	0.14	42.917788	-74.5981                                                                                                                       
30871	Fort Polk, LA Urban Cluster	C	33437852	34433	12.91	0.013	31.067239	-93.213757                                                                                                                     
30898	Fort Scott, KS Urban Cluster	C	10836779	12152	4.184	0.005	37.830598	-94.703504                                                                                                                    
30925	Fort Smith, AR--OK Urbanized Area	U	183368187	2578744	70.799	0.996	35.47902	-94.3767                                                                                                              
30952	Fort Stockton, TX Urban Cluster	C	15366140	0	5.933	0.	30.892709	-102.882701                                                                                                                       
30979	Fortuna, CA Urban Cluster	C	22534221	639	8.701	0.	40.582327	-124.138562                                                                                                                           
31033	Fort Valley, GA Urban Cluster	C	12541933	32622	4.842	0.013	32.550906	-83.889126                                                                                                                   
31060	Fort Walton Beach--Navarre--Wright, FL Urbanized Area	U	312427697	26272726	120.629	10.144	30.432627	-86.669611                                                                                    
31087	Fort Wayne, IN Urbanized Area	U	445851362	1085682	172.144	0.419	41.100389	-85.138898                                                                                                              
31114	Fostoria, OH Urban Cluster	C	17133292	211562	6.615	0.082	41.159927	-83.4137                                                                                                                       
31150	Four Corners, FL Urban Cluster	C	87866378	5565362	33.925	2.149	28.299269	-81.66898                                                                                                                
31158	Four Corners, MT Urban Cluster	C	7978875	96785	3.081	0.037	45.662393	-111.191753                                                                                                                  
31168	Fowlerville, MI Urban Cluster	C	9497847	109110	3.667	0.042	42.656371	-84.08599                                                                                                                    
31195	Frankenmuth, MI Urban Cluster	C	7116007	6537	2.748	0.003	43.332753	-83.737571                                                                                                                     
31222	Frankfort, IN Urban Cluster	C	20067753	0	7.748	0.	40.28326	-86.514896                                                                                                                             
31249	Frankfort, KY Urban Cluster	C	55891626	990207	21.58	0.382	38.196014	-84.89466                                                                                                                     
31276	Franklin, KY Urban Cluster	C	13915419	23076	5.373	0.009	36.725774	-86.581032                                                                                                                      
31303	Franklin, LA Urban Cluster	C	27199954	420987	10.502	0.163	29.803285	-91.504414                                                                                                                    
31330	Franklin, NH Urban Cluster	C	16671468	281383	6.437	0.109	43.445618	-71.622554                                                                                                                     
31384	Franklin, NC Urban Cluster	C	23676012	604196	9.141	0.233	35.185699	-83.384666                                                                                                                     
31411	Franklin (Venango County), PA Urban Cluster	C	16104943	226255	6.218	0.087	41.39626	-79.838336                                                                                                     
31438	Franklin, VA Urban Cluster	C	17760653	91870	6.857	0.035	36.681452	-76.938609                                                                                                                      
31450	Franklin--Highland Lake, NJ Urban Cluster	C	84305036	3338986	32.55	1.289	41.16921	-74.546082                                                                                                      
31465	Franklinton, LA Urban Cluster	C	7414890	7995	2.863	0.003	30.846598	-90.148295                                                                                                                     
31478	Fraser, CO Urban Cluster	C	5790586	0	2.236	0.	39.935982	-105.798878                                                                                                                               
31492	Frazier Park, CA Urban Cluster	C	6539298	5006	2.525	0.002	34.818946	-118.945784                                                                                                                   
31519	Frederick, MD Urbanized Area	U	190186455	1222067	73.431	0.472	39.415817	-77.408163                                                                                                                
31546	Frederick, OK Urban Cluster	C	5771782	0	2.228	0.	34.391193	-99.014399                                                                                                                             
31573	Fredericksburg, TX Urban Cluster	C	19647080	16099	7.586	0.006	30.273813	-98.869231                                                                                                                
31600	Fredericksburg, VA Urbanized Area	U	201972222	1619252	77.982	0.625	38.282028	-77.502692                                                                                                           
31627	Fredericktown, MO Urban Cluster	C	6048892	8668	2.335	0.003	37.561065	-90.289915                                                                                                                   
31681	Freeport, IL Urban Cluster	C	35949453	178583	13.88	0.069	42.293495	-89.63027                                                                                                                      
31735	Fremont, MI Urban Cluster	C	8160105	56396	3.151	0.022	43.465758	-85.951597                                                                                                                        
31762	Fremont, NE Urban Cluster	C	28205720	1080046	10.89	0.417	41.440935	-96.494819                                                                                                                     
31789	Fremont, OH Urban Cluster	C	31870894	761347	12.305	0.294	41.349654	-83.118293                                                                                                                     
31843	Fresno, CA Urbanized Area	U	441049772	3224371	170.29	1.245	36.787755	-119.761114                                                                                                                  
31870	Friona, TX Urban Cluster	C	3512243	0	1.356	0.	34.639737	-102.72174                                                                                                                                
31897	Fritch, TX Urban Cluster	C	8750286	0	3.379	0.	35.638345	-101.591624                                                                                                                               
31924	Front Royal, VA Urban Cluster	C	44528149	570810	17.192	0.22	38.93311	-78.165713                                                                                                                   
31978	Frostproof, FL Urban Cluster	C	19868793	4989284	7.671	1.926	27.733078	-81.559135                                                                                                                  
32032	Fulton, KY--TN Urban Cluster	C	7335693	45760	2.832	0.018	36.504438	-88.879996                                                                                                                     
32059	Fulton, MS Urban Cluster	C	8745369	0	3.377	0.	34.272094	-88.404964                                                                                                                                
32086	Fulton, MO Urban Cluster	C	17025785	142801	6.574	0.055	38.852856	-91.949109                                                                                                                       
32113	Gadsden, AL Urbanized Area	U	186463680	7387226	71.994	2.852	33.982171	-86.013753                                                                                                                  
32140	Gaffney, SC Urban Cluster	C	48025324	144009	18.543	0.056	35.085468	-81.656738                                                                                                                     
32167	Gainesville, FL Urbanized Area	U	225569346	3787324	87.093	1.462	29.656824	-82.371036                                                                                                              
32194	Gainesville, GA Urbanized Area	U	327012879	7840632	126.26	3.027	34.262481	-83.855497                                                                                                              
32221	Gainesville, TX Urban Cluster	C	21329732	12431	8.235	0.005	33.629767	-97.13669                                                                                                                    
32248	Galax, VA Urban Cluster	C	15380699	40227	5.939	0.016	36.66996	-80.910802                                                                                                                          
32275	Galena, IL Urban Cluster	C	4773207	0	1.843	0.	42.419095	-90.431199                                                                                                                                
32302	Galena, KS--MO Urban Cluster	C	4074473	12078	1.573	0.005	37.069889	-94.635287                                                                                                                     
32329	Galesburg, IL Urban Cluster	C	55962521	174726	21.607	0.067	40.941849	-90.355829                                                                                                                   
32356	Galion, OH Urban Cluster	C	23476336	79699	9.064	0.031	40.731873	-82.806993                                                                                                                        
32383	Galliano--Larose--Cut Off, LA Urban Cluster	C	41857716	705391	16.161	0.272	29.492773	-90.321378                                                                                                   
32437	Gallup, NM Urban Cluster	C	31419074	0	12.131	0.	35.521098	-108.741039                                                                                                                             
32451	Galt, CA Urban Cluster	C	20505283	0	7.917	0.	38.269332	-121.300265                                                                                                                                
32491	Galveston, TX Urban Cluster	C	30376728	2941313	11.729	1.136	29.287801	-94.822135                                                                                                                  
32506	Garapan--Dandan, MP Urban Cluster	C	59459693	185857	22.958	0.072	15.166898	+145.734631                                                                                                            
32518	Garden City, KS Urban Cluster	C	33408937	67931	12.899	0.026	37.972333	-100.852871                                                                                                                 
32572	Gardnerville Ranchos, NV Urban Cluster	C	31754915	49380	12.261	0.019	38.926121	-119.736521                                                                                                        
32599	Garner, IA Urban Cluster	C	4175654	0	1.612	0.	43.099499	-93.604622                                                                                                                                
32626	Garnett, KS Urban Cluster	C	5048386	41594	1.949	0.016	38.282812	-95.24312                                                                                                                         
32637	Garrettsville, OH Urban Cluster	C	17144266	53204	6.619	0.021	41.27377	-81.089785                                                                                                                  
32653	Gastonia, NC--SC Urbanized Area	U	359108479	2107096	138.653	0.814	35.258871	-81.151724                                                                                                            
32707	Gatesville, TX Urban Cluster	C	16731872	17659	6.46	0.007	31.438195	-97.739873                                                                                                                     
32720	Gautier, MS Urban Cluster	C	7940762	51396	3.066	0.02	30.451498	-88.63762                                                                                                                          
32734	Gaylord, MI Urban Cluster	C	26463407	2264668	10.218	0.874	44.989318	-84.680677                                                                                                                    
32761	Geneseo, IL Urban Cluster	C	7920806	20814	3.058	0.008	41.449963	-90.154855                                                                                                                        
32788	Geneseo, NY Urban Cluster	C	10466486	0	4.041	0.	42.796608	-77.80851                                                                                                                               
32815	Geneva, AL Urban Cluster	C	6028756	50261	2.328	0.019	31.037275	-85.879991                                                                                                                         
32842	Geneva, NY Urban Cluster	C	39768301	224776	15.355	0.087	42.923586	-76.763612                                                                                                                      
32850	Geneva, OH Urban Cluster	C	11624074	10311	4.488	0.004	41.801578	-80.943528                                                                                                                        
32869	Genoa, IL Urban Cluster	C	7038222	28619	2.717	0.011	42.088574	-88.703087                                                                                                                          
32896	Genoa, OH Urban Cluster	C	7041041	0	2.719	0.	41.536928	-83.366423                                                                                                                                 
32950	Georgetown, DE Urban Cluster	C	12538222	0	4.841	0.	38.690218	-75.382283                                                                                                                           
32977	Georgetown, KY Urban Cluster	C	42373678	738606	16.361	0.285	38.229848	-84.560767                                                                                                                  
33004	Georgetown, OH Urban Cluster	C	6309658	0	2.436	0.	38.862336	-83.899138                                                                                                                            
33031	Georgetown, SC Urban Cluster	C	26598171	1247697	10.27	0.482	33.364641	-79.298223                                                                                                                  
33166	Gibson City, IL Urban Cluster	C	5120577	14730	1.977	0.006	40.464319	-88.37299                                                                                                                     
33193	Giddings, TX Urban Cluster	C	7497562	11267	2.895	0.004	30.183513	-96.933128                                                                                                                       
33220	Gillespie, IL Urban Cluster	C	7815413	355	3.018	0.	39.104137	-89.81404                                                                                                                            
33247	Gillette, WY Urban Cluster	C	64299077	102755	24.826	0.04	44.273303	-105.484013                                                                                                                    
33274	Gilman, IL Urban Cluster	C	7590194	31826	2.931	0.012	40.74053	-87.99851                                                                                                                           
33301	Gilmer, TX Urban Cluster	C	9568467	30888	3.694	0.012	32.732263	-94.946939                                                                                                                         
33328	Gilroy--Morgan Hill, CA Urbanized Area	U	117828287	3754	45.494	0.001	37.080866	-121.609942                                                                                                        
33355	Girard, KS Urban Cluster	C	3839875	24639	1.483	0.01	37.510162	-94.843853                                                                                                                          
33409	Gladwin, MI Urban Cluster	C	7038119	32107	2.717	0.012	43.98397	-84.487229                                                                                                                         
33436	Glasgow, KY Urban Cluster	C	24906595	49412	9.616	0.019	36.997889	-85.925425                                                                                                                       
33463	Glasgow, MT Urban Cluster	C	10639543	0	4.108	0.	48.209553	-106.621733                                                                                                                             
33490	Glencoe, MN Urban Cluster	C	7045956	13127	2.72	0.005	44.771601	-94.14892                                                                                                                          
33517	Glendive, MT Urban Cluster	C	11618494	31810	4.486	0.012	47.123455	-104.700056                                                                                                                     
33544	Glennville, GA Urban Cluster	C	7716095	37534	2.979	0.014	31.929589	-81.923702                                                                                                                     
33598	Glens Falls, NY Urbanized Area	U	107711498	2183293	41.588	0.843	43.321292	-73.654361                                                                                                              
33612	Glenville, WV Urban Cluster	C	4331494	48150	1.672	0.019	38.933945	-80.814534                                                                                                                      
33625	Glenwood, IA Urban Cluster	C	11064698	24962	4.272	0.01	41.042999	-95.756194                                                                                                                       
33635	Glenwood, MD Urban Cluster	C	14348987	57283	5.54	0.022	39.270186	-77.005326                                                                                                                       
33652	Glenwood Springs, CO Urban Cluster	C	12679260	65477	4.895	0.025	39.514529	-107.313447                                                                                                             
33679	Globe, AZ Urban Cluster	C	19926431	634	7.694	0.	33.406987	-110.828965                                                                                                                             
33695	Gloucester Courthouse, VA Urban Cluster	C	11351421	20473	4.383	0.008	37.419107	-76.527717                                                                                                         
33706	Glouster, OH Urban Cluster	C	4806674	41601	1.856	0.016	39.501463	-82.098529                                                                                                                       
33733	Gloversville, NY Urban Cluster	C	41903272	333600	16.179	0.129	43.050565	-74.375073                                                                                                                
33749	Gold Beach, OR Urban Cluster	C	5482384	491738	2.117	0.19	42.428936	-124.411723                                                                                                                    
33760	Golden Beach, MD Urban Cluster	C	11853342	47693	4.577	0.018	38.48656	-76.720862                                                                                                                   
33787	Goldendale, WA Urban Cluster	C	4903193	0	1.893	0.	45.822537	-120.818687                                                                                                                           
33798	Golden Gate Estates, FL Urban Cluster	C	18879740	163935	7.29	0.063	26.221053	-81.563994                                                                                                           
33814	Goldsboro, NC Urbanized Area	U	137036928	467794	52.91	0.181	35.387238	-77.983388                                                                                                                  
33841	Gonzales, CA Urban Cluster	C	4067663	8236	1.571	0.003	36.509642	-121.439172                                                                                                                       
33868	Gonzales, TX Urban Cluster	C	9583285	0	3.7	0.	29.511692	-97.44634                                                                                                                                 
33895	Gooding, ID Urban Cluster	C	3540195	19914	1.367	0.008	42.936509	-114.715474                                                                                                                       
33922	Goodland, KS Urban Cluster	C	6948736	0	2.683	0.	39.345288	-101.713783                                                                                                                             
33938	Goodrich, MI Urban Cluster	C	16967288	1704864	6.551	0.658	42.887785	-83.487723                                                                                                                    
34003	Gothenburg, NE Urban Cluster	C	4802329	117691	1.854	0.045	40.931528	-100.159861                                                                                                                   
34030	Gouverneur, NY Urban Cluster	C	5752973	123394	2.221	0.048	44.332556	-75.465437                                                                                                                    
34057	Gowanda, NY Urban Cluster	C	11203884	42497	4.326	0.016	42.480458	-78.932452                                                                                                                       
34072	Graceville, FL Urban Cluster	C	7103716	0	2.743	0.	30.957586	-85.504492                                                                                                                            
34084	Grafton, ND Urban Cluster	C	4778274	0	1.845	0.	48.414776	-97.41115                                                                                                                                
34111	Grafton, WV Urban Cluster	C	10246773	397039	3.956	0.153	39.338094	-80.032363                                                                                                                      
34138	Graham, TX Urban Cluster	C	12492547	62701	4.823	0.024	33.100905	-98.579295                                                                                                                        
34151	Gramercy--Lutcher, LA Urban Cluster	C	37317647	5736440	14.408	2.215	30.039568	-90.695903                                                                                                          
34165	Granbury, TX Urban Cluster	C	75720339	7851250	29.236	3.031	32.449738	-97.751519                                                                                                                   
34192	Grand Bay, AL Urban Cluster	C	13626513	9945	5.261	0.004	30.503668	-88.323752                                                                                                                      
34219	Grand Forks, ND--MN Urbanized Area	U	63328491	175875	24.451	0.068	47.906425	-97.057269                                                                                                            
34229	Grand Forks AFB, ND Urban Cluster	C	5320343	0	2.054	0.	47.949022	-97.374492                                                                                                                       
34246	Grand Island, NE Urbanized Area	U	72735721	561091	28.083	0.217	40.925749	-98.354756                                                                                                               
